city,year,population,diff,lat,long,clr
Пермь,2018,1051583,0.34,58.0138888888889,56.233333333333334,growh
Пестово,2018,15461,0,58.6,35.81666666666667,zero
Петров Вал,2018,12177,0,50.1333333333333,45.21666666666667,zero
Петровск (Саратовская область),2018,29376,0,52.3166666666667,45.38333333333333,zero
Петровск-Забайкальский,2018,16524,0,51.2833333333333,108.83333333333333,zero
Петрозаводск,2018,279190,0.23,61.7961111111111,34.333333333333336,growh
Петропавловск-Камчатский,2018,181216,0.42,53.0166666666667,158.65,growh
Петухово (Курганская область),2018,10304,0,55.0666666666667,67.88333333333334,zero
Петушки (город),2018,13382,0,55.9333333333333,39.46666666666667,zero
Печора (город),2018,40048,0,65.1166666666667,57.11666666666667,zero
Печоры,2018,9871,-1.62,57.8166666666667,27.6,decline
Пикалёво,2018,20183,-0.96,59.5133333333333,34.166666666666664,decline
Пионерский (город),2018,11352,0,54.95,20.216666666666665,zero
Питкяранта,2018,10479,-1.04,61.5666666666667,31.483333333333334,decline
Плавск,2018,15870,0,53.7,37.3,zero
Пласт (город),2018,17648,0,54.3666666666667,60.81666666666667,zero
Плёс (город),2018,1796,0,57.45,41.5,zero
Поворино,2018,17025,-0.41,51.2,42.25,decline
Подольск,2018,302831,1.06,55.4297222222222,37.53333333333333,growh
Подпорожье,2018,17678,0,60.9166666666667,34.166666666666664,zero
Покачи,2018,17905,0,61.75,75.58333333333333,zero
"Покров (город, Россия)",2018,17308,0,55.9177777777778,39.166666666666664,zero
Покровск (Якутия),2018,9177,0,61.4833333333333,129.15,zero
Полевской,2018,61853,-0.65,56.45,60.18333333333333,decline
Полесск,2018,7041,0,54.8666666666667,21.1,zero
Полысаево,2018,26510,0,54.6,86.28333333333333,zero
Полярные Зори,2018,14421,-1.52,67.3658333333333,32.483333333333334,decline
Полярный,2018,17650,0.47,69.1983333333333,33.45,growh
Поронайск,2018,15311,0,49.2166666666667,143.1,zero
Порхов,2018,8743,-2.05,57.7666666666667,29.55,decline
Похвистнево,2018,28223,0,53.65,52.13333333333333,zero
Почеп,2018,16687,0.14,52.9333333333333,33.45,growh
Починок (город),2018,8545,-1.65,54.4,32.45,decline
Пошехонье (город),2018,5867,0,58.5,39.11666666666667,zero
Правдинск,2018,4171,0,54.45,21.016666666666666,zero
Приволжск,2018,15824,0,57.3833333333333,41.28333333333333,zero
Приморск (Калининградская область),2018,1960,0,54.7333333333333,20,zero
Приморск (Ленинградская область),2018,5682,-0.99,60.3666666666667,28.616666666666667,decline
Приморско-Ахтарск,2018,32048,0.39,46.05,38.18333333333333,growh
Приозерск,2018,18616,0,61.0333333333333,30.116666666666667,zero
Прокопьевск,2018,196406,0,53.8833333333333,86.71666666666667,zero
Пролетарск (город),2018,19290,0,46.7030555555556,41.71666666666667,zero
Протвино,2018,36400,-1.15,54.8794444444444,37.2,decline
Прохладный,2018,57857,-0.04,43.75,44.03333333333333,decline
Пугачёв (город),2018,41056,0,52.0166666666667,48.8,zero
Пудож,2018,8897,-1.63,61.8,36.53333333333333,decline
Пустошка,2018,4017,-1.62,56.3333333333333,29.366666666666667,decline
Пучеж,2018,7078,0,56.9833333333333,43.166666666666664,zero
Пушкино,2018,105479,-1.03,56.0166666666667,37.85,decline
Пущино,2018,20962,-0.88,54.8333333333333,37.61666666666667,decline
Пыталово,2018,5348,0.24,57.0666666666667,27.916666666666668,growh
Пыть-Ях,2018,40798,0,60.75,72.78333333333333,zero
Пятигорск,2018,145885,0.03,44.05,43.05,growh
Радужный (Владимирская область),2018,18535,0,55.9977777777778,40.31666666666667,zero
Радужный (Ханты-Мансийский автономный округ),2018,43157,0,62.1333333333333,77.46666666666667,zero
Райчихинск,2018,17372,-1.24,49.8,129.4,decline
Раменское,2018,116077,2.73,55.5666666666667,38.21666666666667,growh
Рассказово,2018,43330,-0.98,52.6666666666667,41.88333333333333,decline
Ревда (город),2018,62687,0.09,56.8,59.916666666666664,growh
Реж,2018,37152,-0.72,57.3666666666667,61.4,decline
Реутов,2018,103779,3.79,55.7666666666667,37.86666666666667,growh
Ржев,2018,59804,0,56.2655833333333,34.31666666666667,zero
Родники (город),2018,24662,0,57.1,41.733333333333334,zero
Рославль,2018,50112,-1.49,53.9491666666667,32.85,decline
Россошь,2018,62827,-0.09,50.2,39.583333333333336,decline
Ростов-на-Дону,2018,1130305,0.44,47.2405555555556,39.7,growh
Рошаль (город),2018,20418,-0.84,55.6636111111111,39.85,decline
Ртищево,2018,39390,0,52.25,43.78333333333333,zero
Рубцовск,2018,144128,-0.83,51.5272222222222,81.21666666666667,decline
Рудня (город),2018,9484,0,54.95,31.066666666666666,zero
Руза,2018,13182,-1.65,55.6997638888889,36.18333333333333,decline
Рузаевка,2018,45988,0,54.0666666666667,44.95,zero
Рыбинск,2018,190429,0,58.05,38.833333333333336,zero
Рыбное,2018,19265,0,54.7333333333333,39.516666666666666,zero
Рыльск,2018,16319,0,51.5666666666667,34.68333333333333,zero
Ряжск,2018,21623,0,53.7166666666667,40.06666666666667,zero
Рязань,2018,538962,0.25,54.6166666666667,39.71666666666667,growh
Саки (город),2018,24797,-0.35,45.1336111111111,33.56666666666667,decline
Салават,2018,153181,0,53.3666666666667,55.93333333333333,zero
Салаир,2018,7589,0,54.2333333333333,85.8,zero
Салехард,2018,49214,1.46,66.5333333333333,66.63333333333334,growh
Сальск,2018,58179,0,46.4833333333333,41.53333333333333,zero
Самара,2018,1163399,-0.54,53.1833333333333,50.11666666666667,decline
Санкт-Петербург,2018,5351935,1.33,59.95,30.316666666666666,growh
Саранск,2018,318841,1.29,54.1833333333333,45.18333333333333,growh
Сарапул,2018,97910,0,56.4666666666667,53.8,zero
Саратов,2018,844858,-0.05,51.5333333333333,46,decline
Саров,2018,95065,0,54.9333333333333,43.31666666666667,zero
Сасово,2018,25747,0,54.35,41.916666666666664,zero
Сатка,2018,42214,0,55.05,59.05,zero
Сафоново (город),2018,42147,-1.31,55.1,33.25,decline
Саяногорск,2018,47358,-1.3,53.1,91.4,decline
Саянск,2018,38897,0,54.1166666666667,102.16666666666667,zero
Светлогорск (Калининградская область),2018,13030,0,54.9333333333333,20.15,zero
Светлоград,2018,36358,-1.56,45.3308333333333,42.85,decline
Светлый (Калининградская область),2018,22140,0,54.6833333333333,20.133333333333333,zero
Светогорск,2018,15546,-1.11,61.1083333333333,28.85,decline
Свирск,2018,13110,0,53.0833333333333,103.33333333333333,zero
Свободный (город),2018,53678,-0.88,51.3833333333333,128.13333333333333,decline
Себеж,2018,5401,-0.94,56.2833333333333,28.483333333333334,decline
Севастополь,2018,436670,1.85,44.6,33.53333333333333,growh
Северо-Курильск,2018,2507,-3.09,50.6833333333333,156.11666666666667,decline
Северобайкальск,2018,23673,0,55.6333333333333,109.31666666666666,zero
Северодвинск,2018,183996,0,64.5666666666667,39.85,zero
Североморск,2018,52255,2.04,69.0691666666667,33.416666666666664,growh
Североуральск,2018,26288,-0.96,60.15,59.93333333333333,decline
Северск,2018,107494,-0.4,56.6,84.85,decline
Севск,2018,6663,-0.89,52.15,34.483333333333334,decline
Сегежа,2018,26666,-1.63,63.7333333333333,34.31666666666667,decline
Сельцо (город),2018,16554,-0.66,53.3694444444444,34.1,decline
Семёнов (город),2018,24536,0,56.7894444444444,44.483333333333334,zero
Семикаракорск,2018,22118,0,47.5166666666667,40.8,zero
Семилуки,2018,26732,-0.24,51.6833333333333,39.03333333333333,decline
Сенгилей,2018,6568,0,53.9666666666667,48.8,zero
Серафимович (город),2018,8987,0,49.5833333333333,42.733333333333334,zero
Сергач,2018,20416,0,55.5333333333333,45.46666666666667,zero
Сергиев Посад,2018,103444,-1.09,56.3,38.13333333333333,decline
Сердобск,2018,32554,0,52.4666666666667,44.21666666666667,zero
Серов (город),2018,97366,-0.41,59.5833333333333,60.56666666666667,decline
Серпухов,2018,125817,-0.09,54.9166666666667,37.4,decline
Сертолово,2018,52535,2.39,60.15,30.2,growh
Сибай,2018,61054,0,52.7,58.65,zero
Сим (город),2018,13170,0,54.9833333333333,57.68333333333333,zero
Симферополь,2018,341799,0.19,44.9480555555556,34.1,growh
Сковородино,2018,9231,-0.56,53.9833333333333,123.93333333333334,decline
Скопин,2018,26329,0,53.8166666666667,39.55,zero
Славгород (Россия),2018,29916,-0.89,53,78.65,decline
Славск,2018,4145,0,55.05,21.666666666666668,zero
Славянск-на-Кубани,2018,66285,0.41,45.2586111111111,38.11666666666667,growh
Сланцы (город),2018,32838,0,59.1166666666667,28.083333333333332,zero
Слободской,2018,32793,-0.97,58.7241666666667,50.15,decline
Слюдянка (город),2018,18241,0,51.6666666666667,103.7,zero
Снежинск,2018,50759,0,56.0833333333333,60.733333333333334,zero
Снежногорск (Мурманская область),2018,12642,-0.43,69.1941666666667,33.21666666666667,decline
Собинка,2018,18059,0,55.99,40.016666666666666,zero
Советск (Калининградская область),2018,40486,0,55.0833333333333,21.883333333333333,zero
Советск (Кировская область),2018,15538,-0.69,57.6013055555556,48.93333333333333,decline
Советск (Тульская область),2018,7440,0,53.9333333333333,37.63333333333333,zero
Советская Гавань,2018,24249,-1.71,48.9575,140.26666666666668,decline
Советский (Ханты-Мансийский автономный округ),2018,29456,0,61.3666666666667,63.56666666666667,zero
Сокол (город),2018,37191,0,59.4666666666667,40.11666666666667,zero
Солигалич,2018,5976,0,59.0833333333333,42.28333333333333,zero
Соликамск,2018,94628,0,59.6333333333333,56.766666666666666,zero
Солнечногорск,2018,51919,-1.37,56.1844444444444,36.983333333333334,decline
Соль-Илецк,2018,27189,0,51.1666666666667,54.983333333333334,zero
Сольвычегодск,2018,2098,0,61.3333333333333,46.916666666666664,zero
Сольцы,2018,8995,0,58.1166666666667,30.316666666666666,zero
Сорочинск,2018,27912,0,52.4333333333333,53.15,zero
Сорск,2018,11416,-0.85,54,90.25,decline
Сортавала,2018,18801,0.21,61.7,30.666666666666668,growh
Сосенский,2018,11047,0,54.05,35.96666666666667,zero
Сосновка (Кировская область),2018,11027,-2.02,56.2541666666667,51.266666666666666,decline
Сосновоборск (Красноярский край),2018,39375,0,56.1333333333333,93.36666666666666,zero
Сосновый Бор (город),2018,68045,0,59.8833333333333,29.1,zero
Сосногорск,2018,26571,0,63.5833333333333,53.93333333333333,zero
Сочи,2018,424281,3.1,43.5852777777778,39.71666666666667,growh
Спас-Деменск,2018,4357,0,54.4166666666667,34.03333333333333,zero
Спас-Клепики,2018,5411,0,55.1333333333333,40.166666666666664,zero
Спасск (Пензенская область),2018,7106,-1,53.9333333333333,43.18333333333333,decline
Спасск-Дальний,2018,40717,-1,44.6,132.81666666666666,decline
Спасск-Рязанский,2018,6555,0,54.4,40.38333333333333,zero
Среднеколымск,2018,3488,0,67.4580555555556,153.7,zero
Среднеуральск,2018,23353,2,56.9833333333333,60.46666666666667,growh
Сретенск,2018,6643,0,52.25,117.71666666666667,zero
Ставрополь,2018,433931,0.08,45.0333333333333,41.96666666666667,growh
Старая Купавна,2018,22099,0.57,55.8,38.18333333333333,growh
Старая Русса,2018,29019,0,57.9833333333333,31.35,zero
Старица (город),2018,7872,0,56.5166666666667,34.93333333333333,zero
Стародуб,2018,18615,-1.11,52.5833333333333,32.766666666666666,decline
Старый Крым,2018,9373,0.66,45.0291666666667,35.083333333333336,growh
Старый Оскол,2018,223360,0,51.2980555555556,37.833333333333336,zero
Стерлитамак,2018,280233,0,53.6333333333333,55.95,zero
Стрежевой,2018,41475,-0.62,60.7333333333333,77.58333333333333,decline
Строитель (город),2018,24526,0,50.7833333333333,36.483333333333334,zero
Струнино,2018,13281,0,56.3733333333333,38.583333333333336,zero
Ступино,2018,66075,-0.4,54.8869444444444,38.06666666666667,decline
Суворов (город),2018,17506,0,54.1166666666667,36.5,zero
Суджа,2018,5738,0,51.1906944444444,35.266666666666666,zero
Судогда,2018,10527,0,55.95,40.86666666666667,zero
Суздаль,2018,9749,0,56.4211111111111,40.43333333333333,zero
Сунжа (город),2018,65492,0.75,43.3138888888889,45.05,growh
Суоярви,2018,8920,-1.47,62.0833333333333,32.36666666666667,decline
Сураж,2018,10884,-0.87,53.0166666666667,32.4,decline
Сургут,2018,360590,0,61.25,73.43333333333334,zero
Суровикино,2018,18954,0,48.6,42.85,zero
Сурск,2018,6254,-2.17,53.0833333333333,45.7,decline
Сусуман,2018,4760,-2.84,62.7833333333333,148.15,decline
Сухиничи,2018,15111,0,54.1,35.35,zero
Сухой Лог (город),2018,33689,-0.97,56.9058333333333,62.03333333333333,decline
Сызрань,2018,173260,0,53.1666666666667,48.46666666666667,zero
Сыктывкар,2018,245083,0.18,61.6666666666667,50.81666666666667,growh
Сысерть (город),2018,20962,0,56.5,60.81666666666667,zero
Сычёвка,2018,8220,-0.1,55.8333333333333,34.28333333333333,decline
Сясьстрой,2018,12824,-1.4,60.1333333333333,32.56666666666667,decline
Тавда (город),2018,33356,-0.92,58.05,65.26666666666667,decline
Таганрог,2018,250287,0,47.2391666666667,38.88333333333333,zero
Тайга (город),2018,24183,0,56.0666666666667,85.61666666666666,zero
Тайшет,2018,33364,0,55.9333333333333,98.01666666666667,zero
Талдом,2018,12777,-1.4,56.7333333333333,37.53333333333333,decline
Талица (город),2018,15874,0,57.0125,63.71666666666667,zero
Тамбов,2018,293661,1.14,52.7166666666667,41.43333333333333,growh
Тара (город),2018,28116,0,56.9025,74.36666666666666,zero
Тарко-Сале,2018,21665,0,64.9147222222222,77.76666666666667,zero
Таруса,2018,9302,0,54.7166666666667,37.18333333333333,zero
Татарск,2018,23956,0,55.2166666666667,75.96666666666667,zero
Таштагол,2018,23107,0,52.7666666666667,87.86666666666666,zero
Тверь,2018,420065,0.17,56.857825,35.916666666666664,growh
Теберда,2018,8670,-0.12,43.45,41.75,decline
Тейково,2018,32791,0,56.85,40.55,zero
Темников,2018,6291,0,54.6333333333333,43.21666666666667,zero
Темрюк,2018,40755,1.61,45.2666666666667,37.38333333333333,growh
Терек (город),2018,19489,0.21,43.4833333333333,44.13333333333333,growh
Тетюши,2018,11337,0,54.9333333333333,48.833333333333336,zero
Тимашёвск,2018,51925,-1.15,45.6166666666667,38.93333333333333,decline
Тихвин,2018,57900,0,59.6333333333333,33.5,zero
Тихорецк,2018,58352,-1.07,45.85,40.11666666666667,decline
Тобольск,2018,98886,0,58.1952777777778,68.25,zero
Тогучин,2018,21159,0,55.2333333333333,84.38333333333334,zero
Тольятти,2018,707000,-0.14,53.5166666666667,49.416666666666664,decline
Томари (Россия),2018,3810,0.95,47.7666666666667,142.06666666666666,growh
Томмот,2018,7046,0,58.9666666666667,126.26666666666667,zero
Томск,2018,574002,0.22,56.4886111111111,84.95,growh
Топки,2018,27963,0,55.2833333333333,85.61666666666666,zero
Торопец,2018,12092,0,56.5,31.633333333333333,zero
Тосно,2018,37875,0,59.55,30.9,zero
Тотьма,2018,9895,0,59.9833333333333,42.766666666666666,zero
Трёхгорный,2018,32355,0,54.8,58.45,zero
Троицк (Челябинская область),2018,75231,0,54.0833333333333,61.56666666666667,zero
Туапсе,2018,62269,-0.91,44.1,39.083333333333336,decline
Туймазы,2018,68410,0,54.6,53.7,zero
Тула,2018,482873,-0.48,54.2,37.61666666666667,decline
Тулун,2018,41671,0,54.5666666666667,100.56666666666666,zero
Туран (город),2018,4922,0,52.15,93.91666666666667,zero
Туринск,2018,17316,0,58.0333333333333,63.7,zero
Тутаев,2018,40441,0,57.8833333333333,39.53333333333333,zero
Тында,2018,33061,-0.39,55.15,124.71666666666667,decline
Тырныауз,2018,20566,-0.04,43.3891666666667,42.916666666666664,decline
Тюкалинск,2018,10326,0,55.8666666666667,72.2,zero
Тюмень,2018,768358,3.2,57.15,65.53333333333333,growh
Уварово,2018,23987,-0.72,51.9833333333333,42.266666666666666,decline
Углегорск (Сахалинская область),2018,8860,-2.32,49.0666666666667,142.03333333333333,decline
Удачный,2018,11835,0,66.4,112.3,zero
Удомля,2018,28669,0,57.8833333333333,35.016666666666666,zero
Ужур,2018,15568,0,55.3166666666667,89.81666666666666,zero
Узловая,2018,51922,0,53.9791388888889,38.15,zero
Улан-Удэ,2018,434869,0.68,51.8333333333333,107.61666666666666,growh
Ульяновск,2018,626540,0.32,54.3166666666667,48.36666666666667,growh
Унеча,2018,23550,-1.76,52.85,32.68333333333333,decline
Урай,2018,40559,0,60.1333333333333,64.78333333333333,zero
Урень,2018,12385,0,57.4666666666667,45.78333333333333,zero
Уржум,2018,9919,-0.62,57.1166666666667,50,decline
Урус-Мартан,2018,59954,2.33,43.1291666666667,45.53333333333333,growh
Урюпинск,2018,38267,0,50.8,42.016666666666666,zero
Усинск,2018,38800,0,65.9997694444445,57.53333333333333,zero
Усмань,2018,19956,-0.01,52.05,39.733333333333334,decline
Усолье,2018,6236,0,59.4166666666667,56.68333333333333,zero
Усолье-Сибирское,2018,77989,0,52.75,103.65,zero
Уссурийск,2018,172017,0.8,43.8,131.95,growh
Усть-Джегута,2018,30391,-0.15,44.0861111111111,41.96666666666667,decline
Усть-Илимск,2018,82455,0,58,102.66666666666667,zero
Усть-Катав,2018,22536,0,54.9333333333333,58.166666666666664,zero
Усть-Кут,2018,42272,0,56.8,105.83333333333333,zero
Усть-Лабинск,2018,40687,-1.6,45.2152777777778,39.68333333333333,decline
Устюжна,2018,8712,0,58.8333333333333,36.43333333333333,zero
Уфа,2018,1120547,0.45,54.7333333333333,55.96666666666667,growh
Ухта,2018,97806,0,63.5666666666667,53.7,zero
Учалы,2018,37715,0,54.3166666666667,59.38333333333333,zero
Уяр,2018,12074,0,55.8166666666667,94.31666666666666,zero
Фатеж,2018,5999,0,52.0894444444444,35.85,zero
Феодосия,2018,67902,-0.13,45.0488888888889,35.36666666666667,decline
Фокино (Брянская область),2018,12938,-0.97,53.45,34.416666666666664,decline
Фокино (Приморский край),2018,23077,-0.35,42.9666666666667,132.4,decline
Фролово,2018,37377,0,49.7666666666667,43.65,zero
Фрязино,2018,60437,0.05,55.95,38.05,growh
Фурманов (город),2018,34309,0,57.25,41.1,zero
Хабаровск,2018,618150,0.31,48.4833333333333,135.06666666666666,growh
Хадыженск,2018,22468,-1.05,44.4238888888889,39.53333333333333,decline
Ханты-Мансийск,2018,98485,-0.21,61.0008222222222,69,decline
Харабали,2018,18031,0,47.4,47.25,zero
Харовск,2018,9185,0,59.95,40.2,zero
Хасавюрт,2018,141259,0.87,43.25,46.583333333333336,growh
Хвалынск,2018,12556,0,52.4833333333333,48.1,zero
Хилок (город),2018,10724,0,51.35,110.45,zero
Химки,2018,250688,2.46,55.8891666666667,37.43333333333333,growh
Холм (город),2018,3445,0,57.15,31.183333333333334,zero
Холмск,2018,27954,-0.93,47.0402777777778,142.03333333333333,decline
Хотьково,2018,21349,-0.44,56.25,37.983333333333334,decline
Цивильск,2018,14328,0,55.8666666666667,47.483333333333334,zero
Цимлянск,2018,14558,0,47.6466666666667,42.083333333333336,zero
Циолковский (город),2018,6535,0.14,51.76025,128.11666666666667,growh
Чадан,2018,8991,0,51.2833333333333,91.56666666666666,zero
Чайковский (город),2018,83486,0,56.7666666666667,54.11666666666667,zero
Чапаевск,2018,72944,0,52.9833333333333,49.71666666666667,zero
Чаплыгин (город),2018,11802,-1.22,53.2416666666667,39.96666666666667,decline
Чебаркуль (город),2018,39914,0,54.9777777777778,60.36666666666667,zero
Чебоксары,2018,492331,0.58,56.1166666666667,47.233333333333334,growh
Чегем (город),2018,18156,0.63,43.5666666666667,43.583333333333336,growh
Чекалин (город),2018,941,0,54.1,36.25,zero
Челябинск,2018,1202371,0.29,55.1622222222222,61.4,growh
Чердынь,2018,4687,0,60.4,56.483333333333334,zero
Черемхово,2018,51230,0,53.15,103.06666666666666,zero
Черепаново,2018,19612,0,54.2166666666667,83.36666666666666,zero
Череповец,2018,318856,0,59.1166666666667,37.9,zero
Черкесск,2018,122395,-0.07,44.2163888888889,42.05,decline
Чёрмоз,2018,3519,0,58.7833333333333,56.15,zero
Черноголовка,2018,21342,-1.29,56.0147222222222,38.38333333333333,decline
Черногорск,2018,75067,0.49,53.8166666666667,91.28333333333333,growh
Чернушка (город),2018,33010,0,56.5,56.083333333333336,zero
Черняховск,2018,36423,0,54.6333333333333,21.816666666666666,zero
Чехов (Московская область),2018,71301,1.07,55.145,37.45,growh
Чистополь,2018,60564,0,55.3666666666667,50.63333333333333,zero
Чита,2018,349005,0.55,52.0333333333333,113.5,growh
Чкаловск (Нижегородская область),2018,11569,0,56.7666666666667,43.25,zero
Чудово,2018,14730,0,59.1280555555556,31.65,zero
Чулым (город),2018,11270,0,55.1,80.96666666666667,zero
Чусовой,2018,45291,0,58.2833333333333,57.81666666666667,zero
Чухлома,2018,5054,0,58.75,42.7,zero
Шагонар,2018,10973,0,51.5333333333333,92.9,zero
Шадринск,2018,75623,0,56.0833333333333,63.63333333333333,zero
Шали,2018,53807,1.49,43.145,45.9,growh
Шарыпово,2018,37169,0,55.525,89.2,zero
Шарья,2018,23912,0,58.3666666666667,45.5,zero
Шатура,2018,32838,-1.16,55.5776694444444,39.53333333333333,decline
Шахты,2018,235492,0,47.7122111111111,40.2,zero
Шахунья,2018,20183,0,57.6747222222222,46.61666666666667,zero
Шацк (город),2018,6029,0,54.0333333333333,41.7,zero
Шебекино,2018,42465,0,50.4077777777778,36.88333333333333,zero
Шелехов (город),2018,47608,0,52.2,104.1,zero
Шенкурск,2018,4847,0,62.1,42.9,zero
Шилка (город),2018,12784,0,51.85,116.03333333333333,zero
Шимановск,2018,18643,-0.34,52,127.66666666666667,decline
Шиханы (Саратовская область),2018,5665,0,52.1138888888889,47.18333333333333,zero
Шлиссельбург,2018,14725,-0.26,59.9419444444444,31.033333333333335,decline
Шумерля,2018,29553,0,55.5,46.416666666666664,zero
Шумиха (город),2018,17542,0,55.2333333333333,63.28333333333333,zero
Шуя,2018,58723,0,56.85,41.36666666666667,zero
Щёкино,2018,58088,0,54,37.516666666666666,zero
Щёлкино,2018,10328,-1.2,45.4236111111111,35.81666666666667,decline
Щёлково,2018,125634,-0.17,55.9166666666667,38,decline
Щигры,2018,15292,-1.6,51.8811111111111,36.9,decline
Щучье (Курганская область),2018,9775,0,55.2166666666667,62.766666666666666,zero
Электрогорск,2018,22950,-0.55,55.8833333333333,38.78333333333333,decline
Электросталь,2018,158226,-0.18,55.8,38.45,decline
Электроугли,2018,20823,0.66,55.7166666666667,38.21666666666667,growh
Элиста,2018,103132,-0.74,46.3166666666667,44.266666666666666,decline
Энгельс (город),2018,225752,0,51.4666666666667,46.11666666666667,zero
Эртиль (город),2018,10265,-1.39,51.8333333333333,40.8,decline
Югорск,2018,37150,0,61.3166666666667,63.35,zero
Южа,2018,12834,0,56.5833333333333,42.016666666666666,zero
Южно-Сахалинск,2018,198973,2.1,46.95,142.73333333333332,growh
Южно-Сухокумск,2018,10611,0.64,44.6666666666667,45.65,growh
Южноуральск,2018,37801,0,54.45,61.25,zero
Юрга,2018,81733,0,55.7333333333333,84.9,zero
Юрьев-Польский,2018,18610,0,56.5,39.68333333333333,zero
Юрьевец,2018,8378,0,57.3166666666667,43.1,zero
Юрюзань (город),2018,11685,0,54.8666666666667,58.43333333333333,zero
Юхнов,2018,6079,0,54.75,35.233333333333334,zero
Ядрин,2018,8451,0,55.95,46.2,zero
Якутск,2018,311760,1.25,62.0272222222222,129.71666666666667,growh
Ялта,2018,79457,0,44.4994444444444,34.15,zero
Ялуторовск,2018,39837,0,56.65,66.3,zero
Янаул,2018,25747,0,56.2666666666667,54.93333333333333,zero
Яранск,2018,15985,-0.75,57.3033055555556,47.86666666666667,decline
Яровое,2018,18092,-0.37,52.9333333333333,78.58333333333333,decline
Ярославль,2018,608722,0.11,57.6166666666667,39.85,growh
Ярцево,2018,44097,-1.44,55.0666666666667,32.68333333333333,decline
Ясногорск (Тульская область),2018,15741,0,54.4793833333333,37.68333333333333,zero
Ясный,2018,15675,0,51.0333333333333,59.86666666666667,zero
Яхрома,2018,14275,0.21,56.2833333333333,37.483333333333334,growh
